,Time,Area
1392,1392,138
1393,1393,129
1394,1394,135
1395,1395,138
1396,1396,136
1397,1397,131
1398,1398,128
1399,1399,133
1400,1400,122
1401,1401,129
1402,1402,127
1403,1403,128
1404,1404,125
1405,1405,131
1406,1406,133
1407,1407,129
1408,1408,132
1409,1409,129
1410,1410,133
1411,1411,126
1412,1412,132
1413,1413,133
1414,1414,128
1415,1415,129
1416,1416,136
1417,1417,131
1418,1418,120
1419,1419,128
1420,1420,128
1421,1421,131
1422,1422,128
1423,1423,137
1424,1424,129
1425,1425,130
1426,1426,127
1427,1427,123
1428,1428,127
1429,1429,132
1430,1430,125
1431,1431,134
1432,1432,132
1433,1433,132
1434,1434,129
1435,1435,125
1436,1436,127
1437,1437,128
1438,1438,134
1439,1439,125
1440,1440,135
1441,1441,130
1442,1442,125
1443,1443,129
1444,1444,124
1445,1445,128
1446,1446,128
1447,1447,127
1448,1448,127
1449,1449,126
1450,1450,127
1451,1451,131
1452,1452,126
1453,1453,139
1454,1454,128
1455,1455,124
1456,1456,127
1457,1457,126
1458,1458,133
1459,1459,123
1460,1460,129
1461,1461,126
1462,1462,128
1463,1463,129
1464,1464,126
1465,1465,124
1466,1466,126
1467,1467,129
1468,1468,124
1469,1469,129
1470,1470,124
1471,1471,127
1472,1472,129
1473,1473,129
1474,1474,130
1475,1475,127
1476,1476,122
1477,1477,128
1478,1478,131
1479,1479,128
1480,1480,125
1481,1481,119
1482,1482,127
1483,1483,124
1484,1484,122
1485,1485,122
1486,1486,129
1487,1487,149
1488,1488,128
1489,1489,124
1490,1490,102
1491,1491,57
1492,1492,129
1493,1493,171
1494,1494,169
1495,1495,157
1496,1496,132
1497,1497,108
1498,1498,113
1499,1499,122
1500,1500,121
1501,1501,123
1502,1502,119
1503,1503,119
1504,1504,127
1505,1505,122
1506,1506,119
1507,1507,132
1508,1508,143
1509,1509,151
1510,1510,145
1511,1511,154
1512,1512,155
1513,1513,154
1514,1514,158
1515,1515,154
1516,1516,154
1517,1517,146
1518,1518,139
1519,1519,141
1520,1520,144
1521,1521,148
1522,1522,148
1523,1523,144
1524,1524,146
1525,1525,141
1526,1526,132
1527,1527,129
1528,1528,120
